city,date,pm2.5,pm10,no,no2,nox,nh3,co,so2,o3,benzene,toluene,xylene,aqi,aqi_bucket,pm_ratio
Bhopal,2020-06-27,11.04,26.77,2.08,7.55,5.8,12.86,0.48,9.48,51.27,,,,66.0,Satisfactory,0.41086713807219943
Bhopal,2020-06-28,13.58,37.76,1.79,5.54,4.49,12.56,0.41,12.83,48.24,,,,55.0,Satisfactory,0.35868991019545693
Bhopal,2020-06-29,14.68,43.1,1.94,8.22,6.04,12.8,0.46,13.28,48.45,,,,56.0,Satisfactory,0.3398148148148148
Bhopal,2020-06-30,14.48,46.7,2.02,9.17,6.62,11.19,0.5,12.78,50.01,,,,59.0,Satisfactory,0.30940170940170936
Bhopal,2020-07-01,14.0,30.0,1.1,5.12,3.62,8.05,0.35,12.45,48.77,,,,69.0,Satisfactory,0.46511627906976744
Brajrajnagar,2017-12-07,171.38,311.68,,41.07,,7.78,3.26,5.83,4.69,0.0,,,0.0,,0.5496824684072101
Brajrajnagar,2017-12-08,126.67,192.81,,20.16,,7.97,2.94,5.43,10.51,0.0,,,304.0,Very Poor,0.656627442848997
Brajrajnagar,2017-12-09,105.11,154.39,,18.4,,8.15,2.83,5.1,10.33,0.0,,,291.0,Poor,0.6803676613373034
Brajrajnagar,2017-12-10,65.25,99.73,,15.21,,7.9,2.74,4.75,8.37,0.0,,,189.0,Moderate,0.6536111389361915
Brajrajnagar,2017-12-11,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2017-12-12,144.54,218.14,,22.63,,8.48,2.72,8.54,30.14,0.0,,,0.0,,0.6622983870967742
Brajrajnagar,2017-12-13,153.61,227.43,,18.47,,8.9,2.78,7.84,16.28,0.0,,,320.0,Very Poor,0.6751197644266691
Brajrajnagar,2017-12-14,129.38,199.46,,17.77,,9.13,2.76,6.52,7.1,0.0,,,319.0,Very Poor,0.6483263178993786
Brajrajnagar,2017-12-15,115.35,178.56,,16.99,,8.88,2.7,6.04,7.03,0.0,,,302.0,Very Poor,0.6456397626777118
Brajrajnagar,2017-12-16,102.0,165.18,,15.96,,8.54,2.58,5.74,7.0,0.0,,,267.0,Poor,0.617134559535334
Brajrajnagar,2017-12-17,76.19,128.13,,17.33,,8.03,2.45,5.51,7.53,0.0,,,191.0,Moderate,0.5941667316540591
Brajrajnagar,2017-12-18,72.55,124.51,,20.44,,7.18,2.5,5.91,7.15,0.0,,,138.0,Moderate,0.5822165155284488
Brajrajnagar,2017-12-19,70.49,118.77,0.03,12.24,0.06,6.96,2.78,4.29,6.41,0.0,,,155.0,Moderate,0.5930007571296374
Brajrajnagar,2017-12-20,0.0,0.0,0.02,0.03,0.04,,3.03,0.84,0.04,,,,0.0,,0.0
Brajrajnagar,2017-12-21,0.0,0.0,0.02,0.03,0.04,,3.07,0.64,0.02,,,,0.0,,0.0
Brajrajnagar,2017-12-22,0.0,0.0,0.02,0.02,0.04,,3.17,0.62,0.03,,,,0.0,,0.0
Brajrajnagar,2017-12-23,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2017-12-24,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2017-12-25,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2017-12-26,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2017-12-27,0.0,0.0,0.02,0.03,0.04,,2.91,0.58,0.01,,,,0.0,,0.0
Brajrajnagar,2017-12-28,0.0,0.0,0.02,0.02,0.04,,3.23,0.61,0.02,,,,0.0,,0.0
Brajrajnagar,2017-12-29,0.0,0.0,0.03,0.02,0.04,,3.34,0.64,0.02,,,,0.0,,0.0
Brajrajnagar,2017-12-30,0.0,0.0,0.02,0.03,0.03,,3.57,0.69,0.01,,,,0.0,,0.0
Brajrajnagar,2017-12-31,0.0,0.0,,0.03,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-01,0.0,0.0,,0.03,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-02,0.0,0.0,,0.03,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-03,0.0,0.0,,0.03,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-04,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-05,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-06,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-07,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-08,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-09,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-10,0.0,0.0,0.03,0.04,0.07,,3.89,0.94,0.01,,,,0.0,,0.0
Brajrajnagar,2018-01-11,0.0,0.0,0.02,0.02,0.04,,4.15,0.86,,,,,0.0,,0.0
Brajrajnagar,2018-01-12,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-13,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-14,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-15,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-16,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-17,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-18,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-19,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-20,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-21,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-22,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-23,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-24,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-25,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-26,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-27,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-28,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-29,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-30,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-01-31,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-02-01,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-02-02,131.83,276.46,23.92,32.15,56.08,8.92,4.72,12.65,18.97,,,,308.0,Very Poor,0.4766777552791438
Brajrajnagar,2018-02-03,106.75,216.39,22.39,28.58,50.97,8.84,4.7,11.73,18.93,,,,282.0,Poor,0.493094369254931
Brajrajnagar,2018-02-04,114.74,223.01,16.23,31.88,48.11,9.16,4.69,11.49,18.67,,,,285.0,Poor,0.5142754694993501
Brajrajnagar,2018-02-05,129.1,262.29,20.17,34.18,54.35,9.48,4.64,10.65,12.73,,,,267.0,Poor,0.49201570181790455
Brajrajnagar,2018-02-06,138.58,268.78,17.67,30.14,47.81,10.17,4.71,10.92,15.47,,,,310.0,Very Poor,0.5153972032133294
Brajrajnagar,2018-02-07,122.68,226.39,19.58,28.96,48.53,10.63,4.71,10.49,10.78,,,,316.0,Very Poor,0.5416574683208972
Brajrajnagar,2018-02-08,141.36,263.44,19.74,30.06,49.79,10.27,4.48,11.55,15.09,,,,300.0,Poor,0.5363891629354178
Brajrajnagar,2018-02-09,107.02,206.24,16.15,27.87,44.01,9.86,4.48,10.8,17.8,,,,307.0,Very Poor,0.518658524764951
Brajrajnagar,2018-02-10,76.89,148.86,11.18,22.86,34.03,9.6,4.14,8.26,13.14,,,,179.0,Moderate,0.5161788399570354
Brajrajnagar,2018-02-11,75.71,145.18,8.62,25.21,33.81,9.13,4.1,9.56,13.63,,,,160.0,Moderate,0.5211316079295154
Brajrajnagar,2018-02-12,64.48,106.39,9.44,18.72,28.16,9.61,4.01,8.13,12.38,,,,145.0,Moderate,0.6055028641186967
Brajrajnagar,2018-02-13,38.64,84.51,7.69,16.69,24.37,8.96,3.89,7.21,13.41,,,,125.0,Moderate,0.4566836071386361
Brajrajnagar,2018-02-14,32.99,62.38,7.35,19.27,26.62,8.42,3.59,9.2,13.92,,,,124.0,Moderate,0.5280089628681178
Brajrajnagar,2018-02-15,74.1,135.13,12.72,22.3,35.01,8.89,3.62,8.3,13.72,,,,127.0,Moderate,0.5479553353545811
Brajrajnagar,2018-02-16,76.03,158.72,11.93,25.89,37.8,8.62,3.63,8.64,14.53,0.0,,,133.0,Moderate,0.47871804558619824
Brajrajnagar,2018-02-17,84.71,191.72,22.42,24.54,46.95,9.2,3.7,7.61,9.66,0.0,,,191.0,Moderate,0.4416119278490251
Brajrajnagar,2018-02-18,109.21,276.97,17.5,28.46,45.95,8.62,3.81,13.52,13.3,0.0,,,196.0,Moderate,0.3941603204966253
Brajrajnagar,2018-02-19,133.97,296.79,19.16,27.13,46.29,9.47,3.96,12.02,16.2,0.0,,,303.0,Very Poor,0.45124456869547636
Brajrajnagar,2018-02-20,109.11,228.41,19.64,27.57,47.19,10.31,3.95,10.01,11.94,0.09,,,302.0,Very Poor,0.4774845739792569
Brajrajnagar,2018-02-21,82.44,182.86,17.86,23.06,40.92,10.98,3.84,10.91,10.93,0.01,,,214.0,Poor,0.45059029296020986
Brajrajnagar,2018-02-22,88.45,214.45,19.2,30.18,49.38,10.39,3.86,20.18,15.95,0.0,,,176.0,Moderate,0.4122582148683291
Brajrajnagar,2018-02-23,132.04,277.7,21.4,31.75,53.14,11.25,4.06,19.71,15.9,64.58,,,265.0,Poor,0.4753059755219582
Brajrajnagar,2018-02-24,111.8,247.37,24.81,28.76,53.56,11.9,4.09,18.65,18.07,14.79,,,300.0,Poor,0.4517719319513476
Brajrajnagar,2018-02-25,113.7,237.12,23.98,26.52,50.49,12.22,4.03,16.0,15.44,1.31,,,282.0,Poor,0.47930191383525844
Brajrajnagar,2018-02-26,74.27,154.49,17.48,22.86,40.33,11.48,3.75,14.98,10.83,1.29,,,184.0,Moderate,0.48043211074455006
Brajrajnagar,2018-02-27,66.41,152.61,24.58,23.43,48.0,12.9,3.88,15.16,11.3,1.87,,,175.0,Moderate,0.434876563420863
Brajrajnagar,2018-02-28,79.47,175.17,15.04,22.68,37.71,12.43,3.86,15.25,10.51,0.0,,,129.0,Moderate,0.45341473155702633
Brajrajnagar,2018-03-01,97.62,216.82,22.92,24.04,46.95,13.25,4.04,15.44,10.33,0.0,,,194.0,Moderate,0.4500276599668081
Brajrajnagar,2018-03-02,107.49,202.08,13.26,22.46,35.7,13.3,4.29,17.98,18.73,0.0,,,249.0,Poor,0.5316549609259076
Brajrajnagar,2018-03-03,138.61,270.48,14.1,23.64,37.73,12.69,4.45,17.19,15.51,0.12,,,298.0,Poor,0.5122699386503067
Brajrajnagar,2018-03-04,138.76,280.15,16.66,27.96,44.61,11.49,4.34,17.91,18.27,0.0,,,312.0,Very Poor,0.49512934879571807
Brajrajnagar,2018-03-05,105.42,225.99,14.61,23.25,37.84,11.05,4.2,16.3,12.29,0.19,,,312.0,Very Poor,0.46627449245875535
Brajrajnagar,2018-03-06,107.43,198.72,15.06,29.19,44.26,10.97,3.97,16.42,13.16,0.05,,,208.0,Poor,0.5403379941655769
Brajrajnagar,2018-03-07,101.91,195.56,12.18,26.95,39.12,10.54,4.02,16.17,15.68,0.0,,,241.0,Poor,0.520852499233364
Brajrajnagar,2018-03-08,74.6,138.09,9.54,23.63,33.16,9.71,3.96,15.13,14.92,0.0,,,238.0,Poor,0.5398364570518851
Brajrajnagar,2018-03-09,101.02,194.6,13.89,27.3,41.21,9.57,3.9,15.67,15.6,0.0,,,135.0,Moderate,0.5188495120698511
Brajrajnagar,2018-03-10,111.29,226.09,18.89,29.92,48.81,9.98,4.26,16.68,17.43,0.0,,,301.0,Very Poor,0.49201998319996465
Brajrajnagar,2018-03-11,191.33,318.98,18.17,31.32,49.48,10.58,4.53,17.73,16.97,0.0,,,316.0,Very Poor,0.5996301867870126
Brajrajnagar,2018-03-12,175.92,332.84,21.29,34.54,55.81,10.63,4.45,17.75,18.33,0.0,,,355.0,Very Poor,0.528383492521175
Brajrajnagar,2018-03-13,142.27,252.49,17.11,33.82,50.91,9.8,4.36,17.18,17.68,0.0,,,325.0,Very Poor,0.5632447840373729
Brajrajnagar,2018-03-14,165.82,294.65,16.34,34.85,51.19,9.69,4.43,18.57,22.26,0.0,,,325.0,Very Poor,0.5625784563189143
Brajrajnagar,2018-03-15,165.11,294.93,18.16,36.86,55.0,10.56,4.6,18.19,15.22,0.05,,,341.0,Very Poor,0.5596380029149578
Brajrajnagar,2018-03-16,70.35,98.68,17.6,28.08,45.66,11.91,4.06,16.1,7.82,0.0,,,245.0,Poor,0.7121887021664304
Brajrajnagar,2018-03-17,84.67,156.42,22.87,20.09,42.94,11.94,3.93,15.71,14.21,0.0,,,149.0,Moderate,0.540953232813698
Brajrajnagar,2018-03-18,98.35,205.38,22.13,22.01,44.13,11.1,4.02,15.03,13.23,0.0,,,217.0,Poor,0.47863539030562585
Brajrajnagar,2018-03-19,84.18,185.76,9.35,25.52,34.87,9.49,3.91,14.55,16.45,0.0,,,195.0,Moderate,0.45292155385774246
Brajrajnagar,2018-03-20,123.81,273.73,12.99,31.84,44.82,9.25,4.07,15.87,17.03,0.0,,,237.0,Poor,0.45214183982763023
Brajrajnagar,2018-03-21,142.71,264.81,18.82,35.15,53.94,10.39,4.44,17.09,9.57,0.0,,,321.0,Very Poor,0.5387112604280699
Brajrajnagar,2018-03-22,81.95,150.97,11.18,27.66,38.83,10.33,3.99,15.48,15.65,0.0,,,243.0,Poor,0.5424637585225393
Brajrajnagar,2018-03-23,109.51,211.11,20.48,30.11,50.59,10.07,4.17,15.2,14.9,0.0,,,246.0,Poor,0.5184887079210265
Brajrajnagar,2018-03-24,104.98,206.05,20.67,29.53,50.16,9.65,4.17,14.84,14.63,0.0,,,247.0,Poor,0.5092408440455979
Brajrajnagar,2018-03-25,112.66,234.69,12.99,29.35,42.32,9.72,4.14,14.75,16.8,0.0,,,232.0,Poor,0.479833042293113
Brajrajnagar,2018-03-26,102.38,241.51,13.95,31.82,45.76,9.11,4.19,15.85,20.36,0.0,,,272.0,Poor,0.42374073920781424
Brajrajnagar,2018-03-27,138.98,296.39,13.65,33.92,47.54,10.59,4.62,16.99,22.25,0.0,,,296.0,Poor,0.46875105399844846
Brajrajnagar,2018-03-28,190.61,284.15,13.62,34.86,48.47,11.78,4.49,19.25,23.54,0.0,,,334.0,Very Poor,0.6705716798592789
Brajrajnagar,2018-03-29,170.06,326.35,17.53,35.24,52.73,11.13,4.61,20.89,16.73,0.0,,,337.0,Very Poor,0.5209373564098636
Brajrajnagar,2018-03-30,152.57,316.75,19.68,37.39,57.05,11.23,4.77,20.84,16.11,0.2,,,345.0,Very Poor,0.48152122455420543
Brajrajnagar,2018-03-31,110.16,246.8,18.87,27.23,46.1,11.29,4.42,18.2,18.2,0.0,,,284.0,Poor,0.4461725394896719
Brajrajnagar,2018-04-01,59.95,155.03,11.13,18.43,29.54,10.25,4.08,16.48,16.94,0.0,,,210.0,Poor,0.3864500741313737
Brajrajnagar,2018-04-02,60.56,99.16,7.48,19.97,27.45,10.02,3.92,15.79,16.75,0.0,,,125.0,Moderate,0.61011484988918
Brajrajnagar,2018-04-03,82.22,157.33,10.59,20.98,31.56,10.55,4.01,16.16,18.95,0.0,,,133.0,Moderate,0.5222638633043257
Brajrajnagar,2018-04-04,60.63,123.03,10.35,20.27,30.6,10.33,4.0,15.32,13.01,0.0,,,180.0,Moderate,0.49240639974011213
Brajrajnagar,2018-04-05,62.08,131.56,12.65,19.46,32.1,10.25,3.83,14.87,20.89,0.0,,,124.0,Moderate,0.4715175451921616
Brajrajnagar,2018-04-06,53.48,118.71,8.46,18.32,26.77,9.16,3.72,14.75,23.32,0.0,,,123.0,Moderate,0.4501304603989563
Brajrajnagar,2018-04-07,47.96,84.93,6.93,15.99,22.92,8.52,3.55,13.86,20.06,0.0,,,121.0,Moderate,0.5640362225097024
Brajrajnagar,2018-04-08,65.81,107.11,7.22,17.02,24.24,7.77,3.51,14.64,20.7,0.0,,,120.0,Moderate,0.6138419923514599
Brajrajnagar,2018-04-09,48.4,101.29,9.78,15.68,25.46,8.42,3.55,13.96,19.92,0.0,,,136.0,Moderate,0.4773646316204754
Brajrajnagar,2018-04-10,51.76,106.64,6.1,15.28,21.38,7.86,3.43,13.32,20.56,0.0,,,118.0,Moderate,0.4849166198238711
Brajrajnagar,2018-04-11,62.35,133.3,6.42,19.07,25.47,7.31,3.52,13.43,21.43,0.0,,,122.0,Moderate,0.46739130434782605
Brajrajnagar,2018-04-12,53.98,119.41,7.62,17.65,25.26,7.61,3.42,13.44,17.38,0.0,,,131.0,Moderate,0.4516776838758263
Brajrajnagar,2018-04-13,66.41,148.03,7.22,19.7,26.9,8.06,3.38,13.28,13.64,0.0,,,119.0,Moderate,0.4483224194963883
Brajrajnagar,2018-04-14,72.11,171.44,8.44,17.41,25.85,8.97,3.43,13.1,20.82,0.0,,,165.0,Moderate,0.4203684271889938
Brajrajnagar,2018-04-15,59.53,134.21,6.27,17.68,23.92,9.01,3.37,13.05,20.1,0.0,,,137.0,Moderate,0.4432283523192614
Brajrajnagar,2018-04-16,66.7,157.14,6.29,21.15,27.44,8.93,3.35,13.8,23.5,0.0,,,128.0,Moderate,0.4241923174764692
Brajrajnagar,2018-04-17,71.55,160.58,6.62,18.11,24.71,9.42,3.5,13.34,22.42,0.0,,,162.0,Moderate,0.44529499626587
Brajrajnagar,2018-04-18,63.99,129.83,21.34,21.17,42.5,9.26,3.47,12.91,12.92,0.0,,,120.0,Moderate,0.49249595936273377
Brajrajnagar,2018-04-19,90.1,217.95,33.86,20.64,54.51,9.26,3.55,13.04,12.41,0.0,,,160.0,Moderate,0.41320797982114194
Brajrajnagar,2018-04-20,80.52,177.28,26.01,18.25,44.24,10.35,3.59,13.34,24.14,0.19,,,226.0,Poor,0.45394069229901907
Brajrajnagar,2018-04-21,59.15,141.27,5.1,19.72,24.81,9.72,3.28,13.13,23.52,0.0,,,120.0,Moderate,0.4184056023201528
Brajrajnagar,2018-04-22,84.31,199.05,11.81,23.6,35.41,10.58,3.71,13.85,13.79,0.0,,,162.0,Moderate,0.42334923424554355
Brajrajnagar,2018-04-23,63.4,162.61,11.46,19.53,30.97,10.0,3.34,12.87,15.67,0.0,,,152.0,Moderate,0.3896502980763321
Brajrajnagar,2018-04-24,66.68,157.02,7.13,21.6,28.73,9.78,3.24,13.7,18.19,0.0,,,131.0,Moderate,0.4243890020366599
Brajrajnagar,2018-04-25,84.36,203.02,10.37,23.62,33.99,9.89,3.38,13.78,21.32,0.0,,,149.0,Moderate,0.4153209925167389
Brajrajnagar,2018-04-26,84.04,227.33,14.05,22.36,36.4,10.04,3.56,14.15,28.11,0.27,,,235.0,Poor,0.3695202919579651
Brajrajnagar,2018-04-27,70.22,169.4,5.74,21.61,27.35,9.27,3.3,14.21,26.7,0.31,,,146.0,Moderate,0.4142772861356932
Brajrajnagar,2018-04-28,43.2,115.78,4.69,14.32,19.0,8.81,3.23,13.55,29.9,0.16,,,125.0,Moderate,0.37279944770452195
Brajrajnagar,2018-04-29,27.32,88.77,9.05,14.05,22.91,12.42,3.38,13.08,30.29,0.24,,,116.0,Moderate,0.30741532575672337
Brajrajnagar,2018-04-30,11.39,31.08,8.0,15.23,23.21,14.69,3.58,13.36,19.03,0.0,,,0.0,,0.36529826812059013
Brajrajnagar,2018-05-01,49.8,95.59,8.23,14.82,23.04,14.5,3.54,13.66,12.87,0.0,,,118.0,Moderate,0.5204305570070018
Brajrajnagar,2018-05-02,30.34,71.62,8.09,15.32,23.4,13.56,3.35,13.32,30.1,0.0,,,117.0,Moderate,0.4230340211935304
Brajrajnagar,2018-05-03,40.96,79.29,5.55,15.28,20.84,11.3,3.13,12.72,20.38,0.0,,,115.0,Moderate,0.5159339967250284
Brajrajnagar,2018-05-04,56.56,126.57,11.32,17.87,29.18,9.88,3.25,12.74,26.05,0.0,,,119.0,Moderate,0.44651456540617357
Brajrajnagar,2018-05-05,64.78,159.85,6.57,21.58,28.14,9.21,3.32,12.87,26.57,0.0,,,124.0,Moderate,0.4050015629884339
Brajrajnagar,2018-05-06,67.12,167.38,5.2,21.61,26.82,8.49,3.28,12.88,29.03,0.0,,,134.0,Moderate,0.4007642703606401
Brajrajnagar,2018-05-07,66.6,147.27,4.05,18.02,22.09,7.6,3.19,13.14,33.22,0.0,,,139.0,Moderate,0.45192372938861364
Brajrajnagar,2018-05-08,80.49,170.83,6.43,20.22,25.71,7.85,3.3,13.48,27.09,0.0,,,182.0,Moderate,0.47089451822383427
Brajrajnagar,2018-05-09,92.4,232.53,8.21,22.49,24.53,7.61,2.7,13.12,24.27,0.0,,,141.0,Moderate,0.3971972660447922
Brajrajnagar,2018-05-10,65.29,159.02,5.4,18.31,23.7,10.42,3.3,13.13,31.11,0.0,,,155.0,Moderate,0.41031925590749124
Brajrajnagar,2018-05-11,61.67,140.15,4.29,16.7,20.99,10.84,3.18,13.2,28.72,0.0,,,132.0,Moderate,0.4397147950089127
Brajrajnagar,2018-05-12,49.68,112.47,3.61,17.05,20.66,9.41,3.12,13.03,32.84,0.0,,,118.0,Moderate,0.44132539753042554
Brajrajnagar,2018-05-13,52.02,110.69,4.62,18.72,23.32,8.51,3.17,12.99,28.89,0.0,,,119.0,Moderate,0.46953696181965887
Brajrajnagar,2018-05-14,35.89,67.19,4.84,15.89,20.7,8.07,3.14,12.74,17.21,0.0,,,116.0,Moderate,0.5333630554317136
Brajrajnagar,2018-05-15,45.36,74.62,4.27,16.05,20.32,7.52,3.17,12.69,23.72,0.0,,,116.0,Moderate,0.607066381156317
Brajrajnagar,2018-05-16,53.9,107.07,3.86,19.28,23.14,7.53,3.14,12.71,28.91,0.0,,,116.0,Moderate,0.5029392553886349
Brajrajnagar,2018-05-17,56.8,133.44,3.57,16.64,20.2,7.14,3.06,12.53,27.16,0.0,,,116.0,Moderate,0.42534072188108435
Brajrajnagar,2018-05-18,52.0,120.05,2.87,14.32,17.18,6.6,3.05,12.6,31.76,0.24,,,125.0,Moderate,0.4327923429047025
Brajrajnagar,2018-05-19,53.83,97.81,4.57,16.37,20.93,6.37,3.08,12.4,18.8,0.0,,,114.0,Moderate,0.549790624042488
Brajrajnagar,2018-05-20,61.45,124.05,5.85,16.3,22.14,5.91,3.16,12.69,27.95,0.0,,,130.0,Moderate,0.4949657672170762
Brajrajnagar,2018-05-21,50.51,100.95,3.23,14.56,17.79,5.78,3.03,12.64,24.89,0.0,,,113.0,Moderate,0.49985155863433944
Brajrajnagar,2018-05-22,72.02,134.28,4.94,17.34,22.28,5.54,3.15,12.52,22.75,0.0,,,118.0,Moderate,0.5359428486381902
Brajrajnagar,2018-05-23,56.13,95.61,4.61,13.41,18.01,5.25,3.15,12.5,25.15,0.0,,,154.0,Moderate,0.5864590951833665
Brajrajnagar,2018-05-24,46.32,92.4,4.28,13.75,18.03,4.71,2.99,12.47,27.18,0.0,,,113.0,Moderate,0.5007567567567568
Brajrajnagar,2018-05-25,51.03,99.86,2.7,14.46,17.16,4.48,2.97,12.43,25.04,0.0,,,113.0,Moderate,0.5105042016806723
Brajrajnagar,2018-05-26,50.59,108.1,3.13,15.63,18.76,4.39,2.97,12.53,25.46,0.0,,,113.0,Moderate,0.4675600739371535
Brajrajnagar,2018-05-27,41.71,84.85,2.89,15.91,18.81,4.07,2.92,12.74,26.14,0.05,,,112.0,Moderate,0.4909947027663332
Brajrajnagar,2018-05-28,53.87,98.28,5.84,13.92,19.75,4.64,3.0,12.79,24.01,1.3,,,114.0,Moderate,0.5475706444399269
Brajrajnagar,2018-05-29,41.89,88.67,6.95,10.94,17.9,4.95,2.99,12.85,24.37,1.89,,,114.0,Moderate,0.4718936577672637
Brajrajnagar,2018-05-30,45.66,106.31,5.45,13.01,18.44,5.56,2.98,12.76,26.32,1.61,,,112.0,Moderate,0.42909500986749366
Brajrajnagar,2018-05-31,38.05,61.23,6.37,11.19,17.52,6.58,2.96,12.51,16.82,0.83,,,113.0,Moderate,0.6204141529430947
Brajrajnagar,2018-06-01,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-06-02,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-06-03,0.0,0.0,,,,,,,,,,,0.0,,0.0
Brajrajnagar,2018-06-04,11.05,32.12,6.25,12.99,19.19,7.98,2.94,12.89,18.96,6.1,,,0.0,,0.3429546865301056
Brajrajnagar,2018-06-05,50.06,97.1,4.04,10.51,14.55,10.2,2.57,12.78,15.23,3.29,,,107.0,Moderate,0.5150205761316873
Brajrajnagar,2018-06-06,55.84,100.01,3.62,11.86,15.49,15.1,2.38,12.77,13.33,2.13,,,105.0,Moderate,0.5577864349215863
Brajrajnagar,2018-06-07,42.67,74.46,2.58,9.62,12.19,14.54,2.36,12.53,19.24,2.03,,,106.0,Moderate,0.572290772532189
Brajrajnagar,2018-06-08,49.76,70.51,2.75,10.25,13.0,16.14,2.45,12.42,16.37,2.38,,,106.0,Moderate,0.7047160458858518
Brajrajnagar,2018-06-09,55.9,79.68,3.71,10.8,14.51,15.24,2.56,12.48,13.69,2.55,,,108.0,Moderate,0.7006768613687641
Brajrajnagar,2018-06-10,47.22,61.64,4.22,9.87,14.1,12.38,2.63,12.34,16.47,3.88,,,111.0,Moderate,0.7648202137998056
Brajrajnagar,2018-06-11,41.95,60.84,3.18,10.79,13.97,10.41,2.57,12.31,13.8,2.74,,,108.0,Moderate,0.6883820150968165
Brajrajnagar,2018-06-12,32.83,0.0,2.81,9.42,12.23,8.92,2.47,12.19,18.76,1.36,,,107.0,Moderate,328.29999999999995
Brajrajnagar,2018-06-13,39.46,0.0,3.34,11.6,14.93,8.12,2.53,12.32,13.16,1.6,,,107.0,Moderate,394.59999999999997
Brajrajnagar,2018-06-14,66.26,0.0,5.36,13.62,18.98,7.62,2.57,12.5,13.34,2.41,,,109.0,Moderate,662.6
Brajrajnagar,2018-06-15,88.97,0.0,4.85,13.34,18.18,7.09,2.6,12.62,15.58,1.84,,,158.0,Moderate,889.6999999999999
Brajrajnagar,2018-06-16,87.78,0.0,5.28,16.61,21.86,6.86,2.62,12.78,15.33,3.19,,,217.0,Poor,877.8
Brajrajnagar,2018-06-17,74.96,0.0,9.56,16.06,25.62,6.58,2.74,12.8,14.78,4.44,,,167.0,Moderate,749.5999999999999
Brajrajnagar,2018-06-18,62.05,0.0,5.37,15.06,20.41,6.29,2.61,12.62,14.15,2.98,,,126.0,Moderate,620.4999999999999
Brajrajnagar,2018-06-19,38.68,103.39,4.32,13.27,17.58,6.0,2.51,12.52,16.33,1.33,,,108.0,Moderate,0.3737559184462267
Brajrajnagar,2018-06-20,46.46,105.66,3.69,13.27,16.96,6.5,2.5,12.38,15.69,2.62,,,107.0,Moderate,0.4392965204236007
Brajrajnagar,2018-06-21,47.81,95.03,3.67,12.19,15.83,7.47,2.54,12.39,16.86,2.33,,,110.0,Moderate,0.5025754231052245
Brajrajnagar,2018-06-22,35.95,53.61,3.62,10.89,14.5,7.48,2.56,12.32,16.06,1.62,,,109.0,Moderate,0.6693353193073915
Brajrajnagar,2018-06-23,44.95,79.31,4.71,12.48,17.18,7.0,2.56,12.32,12.49,1.78,,,108.0,Moderate,0.5660496159173908
